symbol,universe,sector_id,industry_id,rates,inflation,growth,liquidity,credit_stress,geopolitics,energy_supply,trade_controls,regulation,risk_appetite
FICO,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EQT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FISV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PCG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LYV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MTB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KVUE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
UAL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
XYL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IBKR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KMB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OTIS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ARES,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EXPE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
RJF,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FITB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ADM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EME,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WTW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ROL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
VRSK,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
VICI,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EXR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NRG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FIS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TDY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ULTA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HPE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DXCM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KHC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AEE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DTE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MTD,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NTRS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HAL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DOV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IRM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CBOE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HBAN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CFG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
STZ,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LEN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ATO,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TSCO,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PPL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BIIB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
STLD,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CHTR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EXE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CSGP,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TPR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ES,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WRB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PPG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CNP,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HUBB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
STE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AWK,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CINF,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SYF,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LUV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AVB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
JBL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
RF,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GIS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
VLTO,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DVN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EFX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PHM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WSM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BRO,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FSLR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EIX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LDOS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ON,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EQR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TPL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KEY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DLTR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TSN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CPAY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TROW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CHRW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DRI,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CHD,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HUM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LH,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
VRSN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WAT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CMS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
L,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EXPD,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
RL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IP,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CTRA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CNC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NI,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DGX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PFG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AMCR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LULU,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NVR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Q,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PKG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GPN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
INCY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DOW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SBAC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ALB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
JBHT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GPC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SNA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NTAP,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DD,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PTC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PODD,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IFF,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HPQ,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EVRG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ZBH,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SMCI,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LII,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DECK,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PNR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MRNA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LNT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FTV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HOLX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MKC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WST,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HII,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CDW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
INVH,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ESS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TRMB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
APTV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
COO,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TYL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
J,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TKO,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MAA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LYB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FFIV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FOX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TXT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NDSN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BALL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FOXA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
VTRS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IEX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GEN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ERIE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TTD,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CF,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KIM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ALLE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AVY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AKAM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DPZ,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BEN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CLX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MAS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GDDY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HRL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BBY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SOLV,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
REG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
JKHY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HST,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
UHS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BF.B,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BLDR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HAS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PSKY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
UDR,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
IVZ,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DOC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SWK,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AIZ,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ZBRA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
RVTY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ALGN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CPT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EPAM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SJM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PNW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WYNN,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DAY,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AES,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CRL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BAX,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BXP,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NWSA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TECH,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NCLH,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AOS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GNRC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TAP,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
POOL,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FDS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ARE,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MGM,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MOH,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
APA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CAG,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HSIC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MOS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
FRT,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CPB,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SWKS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DVA,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PAYC,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MTCH,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LW,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NWS,sp500,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NVDA,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AAPL,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MSFT,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AMZN,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GOOGL,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GOOG,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
META,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TSLA,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AVGO,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
WMT,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ASML,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MU,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
COST,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AMD,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PLTR,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
NFLX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CSCO,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LRCX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AMAT,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
INTC,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TMUS,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LIN,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PEP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
TXN,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KLAC,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
AMGN,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ISRG,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
GILD,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SHOP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
APP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
BKNG,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
QCOM,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ADI,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PDD,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
HON,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
INTU,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
PANW,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ADBE,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
VRTX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CRWD,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ARM,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
MELI,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CMCSA,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SBUX,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CEG,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ADP,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
SNPS,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
DASH,nasdaq100,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
